t,x,y,hope,joy,satisfaction,fear
66,4.0878897,4.8200045,0.44875,0.0,0.0,0.73
67,3.568347,4.8200035,0.4475,0.0,0.0,0.72625
68,2.7908483,4.8200035,0.6375,0.0,0.0,0.7225
69,2.66236,4.8200035,0.63375,0.0,0.0,0.71875
70,2.66236,4.8200035,0.63125,0.0,0.0,0.71625
71,2.66236,4.8200035,0.6275,0.0,0.0,0.7125
72,2.402373,4.8200035,0.625,0.0,0.0,0.70875
73,2.402373,4.8200035,0.62125,0.0,0.0,0.64625
74,2.402373,4.8200035,0.61875,0.0,0.0,0.64375
75,2.142386,4.8200035,0.615,0.0,0.0,0.64
76,2.17992,4.433345,0.6125,0.0,0.0,0.6375
77,2.179998,4.043454,0.61,0.0,0.0,0.63375
78,2.179998,3.5236917,0.60625,0.0,0.0,0.63125
79,2.1261258,2.9314742,0.60375,0.0,0.0,0.6275
80,2.079956,2.6181822,0.6,0.0,0.0,0.625
81,1.7914684,2.3657298,0.5975,0.0,0.0,0.62125
82,1.2863662,2.0245285,0.595,0.0,0.0,0.61875
83,1.0559287,1.9041467,0.725,0.0,0.0,0.615
84,1.0559287,1.9041467,0.72125,0.0,0.0,0.6125
85,1.0559287,1.9041467,0.7175,0.0,0.0,0.60875
86,1.3159157,1.9041467,0.71375,0.0,0.0,0.60625
87,1.3159157,1.9041467,0.71125,0.0,0.0,0.6025
88,1.4904128,2.0968747,0.7075,0.0,0.0,0.6
89,1.4904128,2.0968747,0.70375,0.0,0.0,0.5975
90,1.4904128,2.0968747,0.7,0.0,0.0,0.59375
91,1.4904128,2.0968747,0.69625,0.0,0.0,0.59125
92,1.7503998,2.0968747,0.6925,0.0,0.0,0.58875
93,2.1312459,2.1807861,0.69,0.0,0.0,0.585
94,2.6413853,2.173088,0.68625,0.0,0.0,0.5825
95,3.2883174,2.1799932,0.6825,0.0,0.0,0.58
96,3.4159667,2.1799932,0.67875,0.0,0.0,0.57625
97,3.4159667,2.1799932,0.67625,0.0,0.0,0.57375
98,3.6256626,2.188992,0.6725,0.0,0.0,0.57125
99,3.8249407,2.5215034,0.66875,0.0,0.0,0.5675
100,3.833594,2.911388,0.66625,0.0,0.0,0.565
101,3.833594,2.911388,0.6625,0.0,0.0,0.5625
102,3.833594,2.911388,0.65875,0.0,0.0,0.56
103,3.833594,2.911388,0.65625,0.0,0.0,0.55625
104,3.833594,2.911388,0.6525,0.0,0.0,0.55375
105,3.820011,2.6529536,0.65,0.0,0.0,0.55125
106,3.820011,2.433619,0.64625,0.0,0.0,0.54875
107,3.671156,2.2164464,0.6425,0.0,0.0,0.54625
108,3.176194,2.179994,0.64,0.0,0.0,0.5425
109,2.6595562,2.179994,0.85,0.0,0.0,0.54
110,2.6595562,2.179994,0.84625,0.0,0.0,0.5375
111,2.6595562,2.179994,0.84125,0.0,0.0,0.535
112,2.6595562,2.179994,0.8375,0.0,0.0,0.5325
113,2.399569,2.179994,0.83375,0.0,0.0,0.53
114,2.399569,2.179994,0.82875,0.0,0.0,0.5275
115,2.399569,2.179994,0.825,0.0,0.0,0.52375
116,2.1395822,2.179994,0.82125,0.0,0.0,0.52125
117,2.1554081,2.5696535,0.81625,0.0,0.0,0.51875
118,2.1765094,3.089199,0.8125,0.0,0.0,0.51625
119,2.1799958,3.8671122,0.80875,0.0,0.0,0.51375
120,2.1799958,4.385094,0.805,0.0,0.0,0.51125
121,2.1799958,4.596884,0.0,1.0,0.0,0.4375
122,2.1799958,4.596884,0.0,0.995,0.0,0.435
123,2.1799958,4.596884,0.0,0.99,0.0,0.43375
124,2.1799958,4.596884,0.0,0.985,0.0,0.43125
125,2.1799958,4.8568707,0.0,0.98,0.0,0.42875
126,2.1799958,4.8568707,0.0,0.975,0.0,0.42625
127,2.6990867,4.826579,0.0,0.97,0.0,0.425
128,3.3472922,4.820006,0.0,0.965,0.0,0.4225
129,3.9960265,4.820003,0.0,0.96125,0.0,0.42
130,4.6452727,4.820003,0.0,0.95625,0.0,0.41875
131,5.291998,4.820003,0.0,0.95125,0.0,0.0375
132,5.6121135,4.815009,0.0,0.94625,0.0,0.075
133,6.116343,4.688022,0.0,0.94125,0.0,0.075
134,6.7466297,4.529289,0.0,0.9375,0.0,0.1125
135,6.9987445,4.4657955,0.0,0.9325,0.0,0.15
136,7.223871,4.3381367,0.0,0.9275,0.0,0.14875
137,7.4735713,4.167557,0.0,0.9225,0.0,0.14875
138,7.992906,4.1799955,0.0,0.91875,0.0,0.1475
139,8.381135,4.1799955,0.0,0.91375,0.0,0.1475
140,8.852679,4.180452,0.0,0.90875,0.0,0.14625
141,9.048011,3.9885054,0.0,0.905,0.0,0.145
142,9.261647,3.9799924,0.0,0.9,0.0,0.145
143,9.261647,3.9799924,0.0,0.89625,0.0,0.14375
144,9.778524,3.9799924,0.0,0.89125,1.0,0.14375
145,10.292962,3.9799924,0.0,0.8875,0.995,0.1425
146,10.798872,3.9911575,0.0,0.8825,0.99,0.1425
